"","Species","Fish.ID","Sweep","Length.mm","Weight.g","Year","Site","Station","Area","pass_no"
"1945","ASYOY",42,1,45,0.82,2016,"Pamehac","3",137,NA
"1946","ASYOY",43,1,41,0.82,2016,"Pamehac","3",137,NA
"1947","ASYOY",44,1,41,0.82,2016,"Pamehac","3",137,NA
"1948","ASYOY",45,1,41,0.82,2016,"Pamehac","3",137,NA
"1949","ASYOY",46,1,44,0.82,2016,"Pamehac","3",137,NA
"1950","ASYOY",47,1,38,0.82,2016,"Pamehac","3",137,NA
"1951","ASYOY",48,1,40,0.82,2016,"Pamehac","3",137,NA
"1952","ASYOY",49,1,40,0.82,2016,"Pamehac","3",137,NA
"1953","ASYOY",50,1,39,0.82,2016,"Pamehac","3",137,NA
"1954","ASYOY",51,1,41,0.82,2016,"Pamehac","3",137,NA
"1955","ASYOY",52,1,40,0.82,2016,"Pamehac","3",137,NA
"1956","ASYOY",53,1,36,0.82,2016,"Pamehac","3",137,NA
"1957","ASYOY",54,1,43,0.82,2016,"Pamehac","3",137,NA
"1958","BTYOY",55,1,56,2,2016,"Pamehac","3",137,NA
"1959","AS",56,2,80,7,2016,"Pamehac","3",137,NA
"1960","AS",57,2,81,7,2016,"Pamehac","3",137,NA
"1961","AS",58,2,136,26,2016,"Pamehac","3",137,NA
"1962","AS",59,2,125,23,2016,"Pamehac","3",137,NA
"1963","AS",60,2,84,8,2016,"Pamehac","3",137,NA
"1964","AS",61,2,108,13,2016,"Pamehac","3",137,NA
"1965","AS",62,2,86,8,2016,"Pamehac","3",137,NA
"1966","AS",63,2,92,9,2016,"Pamehac","3",137,NA
"1967","ASYOY",64,2,61,4,2016,"Pamehac","3",137,NA
"1968","ASYOY",65,2,69,4,2016,"Pamehac","3",137,NA
"1969","ASYOY",66,2,63,3,2016,"Pamehac","3",137,NA
"1970","ASYOY",67,2,53,1,2016,"Pamehac","3",137,NA
"1971","ASYOY",68,2,42,1,2016,"Pamehac","3",137,NA
"1972","ASYOY",69,2,56,1,2016,"Pamehac","3",137,NA
"1973","ASYOY",70,2,34,1,2016,"Pamehac","3",137,NA
"1974","ASYOY",71,2,42,1,2016,"Pamehac","3",137,NA
"1975","ASYOY",72,2,39,1,2016,"Pamehac","3",137,NA
"1976","ASYOY",73,2,38,1,2016,"Pamehac","3",137,NA
"1977","ASYOY",74,2,34,1,2016,"Pamehac","3",137,NA
"1978","ASYOY",75,2,39,1,2016,"Pamehac","3",137,NA
"1979","ASYOY",76,2,48,1,2016,"Pamehac","3",137,NA
"1980","ASYOY",77,2,36,1,2016,"Pamehac","3",137,NA
"1981","ASYOY",78,2,38,1,2016,"Pamehac","3",137,NA
"1982","ASYOY",79,2,38,1,2016,"Pamehac","3",137,NA
"1983","AS",80,3,106,15,2016,"Pamehac","3",137,NA
"1984","AS",81,3,106,15,2016,"Pamehac","3",137,NA
"1985","AS",82,3,110,14,2016,"Pamehac","3",137,NA
"1986","AS",83,3,73,4,2016,"Pamehac","3",137,NA
"1987","ASYOY",84,3,69,4,2016,"Pamehac","3",137,NA
"1988","ASYOY",85,3,65,3,2016,"Pamehac","3",137,NA
"1989","ASYOY",86,3,46,1.13,2016,"Pamehac","3",137,NA
"1990","ASYOY",87,3,45,1.13,2016,"Pamehac","3",137,NA
"1991","ASYOY",88,3,39,1.13,2016,"Pamehac","3",137,NA
"1992","ASYOY",89,3,39,1.13,2016,"Pamehac","3",137,NA
"1993","ASYOY",90,3,43,1.13,2016,"Pamehac","3",137,NA
"1994","ASYOY",91,3,53,1.13,2016,"Pamehac","3",137,NA
"1995","ASYOY",92,3,34,1.13,2016,"Pamehac","3",137,NA
"1996","ASYOY",93,3,34,1.13,2016,"Pamehac","3",137,NA
"1997","BT",94,3,174,55,2016,"Pamehac","3",137,NA
"1998","BTYOY",95,3,52,1.5,2016,"Pamehac","3",137,NA
"1999","BTYOY",96,3,56,1.5,2016,"Pamehac","3",137,NA
"2000","BTYOY",97,3,49,1,2016,"Pamehac","3",137,NA
"2001","AS",1,1,103,12,2016,"Pamehac","4",160,NA
"2002","AS",2,1,116,18,2016,"Pamehac","4",160,NA
"2003","AS",3,1,111,15,2016,"Pamehac","4",160,NA
"2004","AS",4,1,114,17,2016,"Pamehac","4",160,NA
"2005","AS",5,1,117,19,2016,"Pamehac","4",160,NA
"2006","AS",6,1,120,17,2016,"Pamehac","4",160,NA
"2007","AS",7,1,85,5,2016,"Pamehac","4",160,NA
"2008","AS",8,1,109,14,2016,"Pamehac","4",160,NA
"2009","AS",9,1,85,7,2016,"Pamehac","4",160,NA
"2010","AS",10,1,105,13,2016,"Pamehac","4",160,NA
"2011","AS",11,1,105,11,2016,"Pamehac","4",160,NA
"2012","AS",12,1,87,8,2016,"Pamehac","4",160,NA
"2013","AS",13,1,74,5,2016,"Pamehac","4",160,NA
"2014","AS",14,1,71,5,2016,"Pamehac","4",160,NA
"2015","ASYOY",15,1,70,5,2016,"Pamehac","4",160,NA
"2016","ASYOY",16,1,65,5,2016,"Pamehac","4",160,NA
"2017","ASYOY",17,1,70,4,2016,"Pamehac","4",160,NA
"2018","ASYOY",18,1,70,5,2016,"Pamehac","4",160,NA
"2019","ASYOY",19,1,57,3,2016,"Pamehac","4",160,NA
"2020","ASYOY",20,1,57,3,2016,"Pamehac","4",160,NA
"2021","ASYOY",21,1,59,3,2016,"Pamehac","4",160,NA
"2022","ASYOY",22,1,60,4,2016,"Pamehac","4",160,NA
"2023","ASYOY",23,1,60,3,2016,"Pamehac","4",160,NA
"2024","ASYOY",24,1,70,6,2016,"Pamehac","4",160,NA
"2025","ASYOY",25,1,63,4,2016,"Pamehac","4",160,NA
"2026","ASYOY",26,1,56,3,2016,"Pamehac","4",160,NA
"2027","ASYOY",27,1,64,3,2016,"Pamehac","4",160,NA
"2028","ASYOY",28,1,59,3,2016,"Pamehac","4",160,NA
"2029","ASYOY",29,1,59,2,2016,"Pamehac","4",160,NA
"2030","ASYOY",30,1,54,2,2016,"Pamehac","4",160,NA
"2031","ASYOY",31,1,40,0.9,2016,"Pamehac","4",160,NA
"2032","ASYOY",32,1,39,0.9,2016,"Pamehac","4",160,NA
"2033","ASYOY",33,1,40,0.9,2016,"Pamehac","4",160,NA
"2034","ASYOY",34,1,39,0.9,2016,"Pamehac","4",160,NA
"2035","ASYOY",35,1,39,0.9,2016,"Pamehac","4",160,NA
"2036","ASYOY",36,1,40,0.9,2016,"Pamehac","4",160,NA
"2037","ASYOY",37,1,38,0.9,2016,"Pamehac","4",160,NA
"2038","ASYOY",38,1,36,0.9,2016,"Pamehac","4",160,NA
"2039","ASYOY",39,1,45,0.9,2016,"Pamehac","4",160,NA
"2040","ASYOY",40,1,39,0.9,2016,"Pamehac","4",160,NA
"2041","ASYOY",41,1,41,0.9,2016,"Pamehac","4",160,NA
"2042","ASYOY",42,1,39,0.91,2016,"Pamehac","4",160,NA
"2043","ASYOY",43,1,42,0.91,2016,"Pamehac","4",160,NA
"2044","ASYOY",44,1,46,0.91,2016,"Pamehac","4",160,NA
"2045","ASYOY",45,1,44,0.91,2016,"Pamehac","4",160,NA
"2046","ASYOY",46,1,35,0.91,2016,"Pamehac","4",160,NA
"2047","ASYOY",47,1,34,0.91,2016,"Pamehac","4",160,NA
"2048","ASYOY",48,1,38,0.91,2016,"Pamehac","4",160,NA
"2049","ASYOY",49,1,43,0.91,2016,"Pamehac","4",160,NA
"2050","ASYOY",50,1,39,0.91,2016,"Pamehac","4",160,NA
"2051","ASYOY",51,1,42,0.91,2016,"Pamehac","4",160,NA
"2052","ASYOY",52,1,39,0.91,2016,"Pamehac","4",160,NA
"2053","AS",53,2,140,30,2016,"Pamehac","4",160,NA
"2054","AS",54,2,97,11,2016,"Pamehac","4",160,NA
"2055","AS",55,2,99,12,2016,"Pamehac","4",160,NA
"2056","AS",56,2,72,5,2016,"Pamehac","4",160,NA
"2057","AS",57,2,80,6,2016,"Pamehac","4",160,NA
"2058","AS",58,2,72,6,2016,"Pamehac","4",160,NA
"2059","AS",59,2,78,6,2016,"Pamehac","4",160,NA
"2060","AS",60,2,71,6,2016,"Pamehac","4",160,NA
"2061","AS",61,2,96,13,2016,"Pamehac","4",160,NA
"2062","AS",62,2,75,5,2016,"Pamehac","4",160,NA
"2063","AS",63,2,99,12,2016,"Pamehac","4",160,NA
"2064","AS",64,2,95,10,2016,"Pamehac","4",160,NA
"2065","AS",65,2,71,4,2016,"Pamehac","4",160,NA
"2066","ASYOY",66,2,69,4,2016,"Pamehac","4",160,NA
"2067","ASYOY",67,2,67,6,2016,"Pamehac","4",160,NA
"2068","ASYOY",68,2,65,3,2016,"Pamehac","4",160,NA
"2069","ASYOY",69,2,70,4,2016,"Pamehac","4",160,NA
"2070","ASYOY",70,2,60,2,2016,"Pamehac","4",160,NA
"2071","ASYOY",71,2,65,3,2016,"Pamehac","4",160,NA
"2072","ASYOY",72,2,65,3,2016,"Pamehac","4",160,NA
"2073","ASYOY",73,2,69,3,2016,"Pamehac","4",160,NA
"2074","ASYOY",74,2,60,3,2016,"Pamehac","4",160,NA
"2075","ASYOY",75,2,64,3,2016,"Pamehac","4",160,NA
"2076","ASYOY",76,2,61,3,2016,"Pamehac","4",160,NA
"2077","ASYOY",77,2,60,2,2016,"Pamehac","4",160,NA
"2078","ASYOY",78,2,64,4,2016,"Pamehac","4",160,NA
"2079","ASYOY",79,2,57,2,2016,"Pamehac","4",160,NA
"2080","ASYOY",80,2,62,3,2016,"Pamehac","4",160,NA
"2081","ASYOY",81,2,40,0.84,2016,"Pamehac","4",160,NA
"2082","ASYOY",82,2,35,0.84,2016,"Pamehac","4",160,NA
"2083","ASYOY",83,2,40,0.84,2016,"Pamehac","4",160,NA
"2084","ASYOY",84,2,35,0.84,2016,"Pamehac","4",160,NA
"2085","ASYOY",85,2,39,0.84,2016,"Pamehac","4",160,NA
"2086","ASYOY",86,2,44,0.84,2016,"Pamehac","4",160,NA
"2087","ASYOY",87,2,39,0.84,2016,"Pamehac","4",160,NA
"2088","ASYOY",88,2,45,0.84,2016,"Pamehac","4",160,NA
"2089","ASYOY",89,2,43,0.84,2016,"Pamehac","4",160,NA
"2090","ASYOY",90,2,35,0.84,2016,"Pamehac","4",160,NA
"2091","ASYOY",91,2,34,0.84,2016,"Pamehac","4",160,NA
"2092","ASYOY",92,2,34,0.84,2016,"Pamehac","4",160,NA
"2093","ASYOY",93,2,41,0.84,2016,"Pamehac","4",160,NA
"2094","ASYOY",94,2,36,0.84,2016,"Pamehac","4",160,NA
"2095","ASYOY",95,2,42,0.84,2016,"Pamehac","4",160,NA
"2096","ASYOY",96,2,45,0.84,2016,"Pamehac","4",160,NA
"2097","ASYOY",97,2,36,0.84,2016,"Pamehac","4",160,NA
"2098","ASYOY",98,2,41,0.84,2016,"Pamehac","4",160,NA
"2099","ASYOY",99,2,39,0.84,2016,"Pamehac","4",160,NA
"2100","BTYOY",100,2,55,4,2016,"Pamehac","4",160,NA
"2101","AS",101,3,108,15,2016,"Pamehac","4",160,NA
"2102","ASYOY",102,3,66,4,2016,"Pamehac","4",160,NA
"2103","ASYOY",103,3,67,5,2016,"Pamehac","4",160,NA
"2104","ASYOY",104,3,66,2,2016,"Pamehac","4",160,NA
"2105","ASYOY",105,3,47,3,2016,"Pamehac","4",160,NA
"2106","ASYOY",106,3,57,2,2016,"Pamehac","4",160,NA
"2107","ASYOY",107,3,70,4,2016,"Pamehac","4",160,NA
"2108","ASYOY",108,3,66,3,2016,"Pamehac","4",160,NA
"2109","ASYOY",109,3,40,0.75,2016,"Pamehac","4",160,NA
"2110","ASYOY",110,3,54,0.75,2016,"Pamehac","4",160,NA
"2111","ASYOY",111,3,39,0.75,2016,"Pamehac","4",160,NA
"2112","ASYOY",112,3,45,0.75,2016,"Pamehac","4",160,NA
"2113","ASYOY",113,3,41,0.75,2016,"Pamehac","4",160,NA
"2114","ASYOY",114,3,43,0.75,2016,"Pamehac","4",160,NA
"2115","ASYOY",115,3,42,0.75,2016,"Pamehac","4",160,NA
"2116","ASYOY",116,3,38,0.75,2016,"Pamehac","4",160,NA
"2117","AS",1,1,111,18,2016,"Pamehac","5",100,NA
"2118","AS",2,1,170,50,2016,"Pamehac","5",100,NA
"2119","AS",3,1,112,16,2016,"Pamehac","5",100,NA
"2120","AS",4,1,105,13,2016,"Pamehac","5",100,NA
"2121","AS",5,1,106,14,2016,"Pamehac","5",100,NA
"2122","AS",6,1,91,10,2016,"Pamehac","5",100,NA
"2123","AS",7,1,125,23,2016,"Pamehac","5",100,NA
"2124","AS",8,1,140,32,2016,"Pamehac","5",100,NA
"2125","AS",9,1,74,5,2016,"Pamehac","5",100,NA
"2126","AS",10,1,74,5,2016,"Pamehac","5",100,NA
"2127","AS",11,1,72,4,2016,"Pamehac","5",100,NA
"2128","AS",12,1,84,7,2016,"Pamehac","5",100,NA
"2129","AS",13,1,75,4,2016,"Pamehac","5",100,NA
"2130","ASYOY",14,1,69,4,2016,"Pamehac","5",100,NA
"2131","ASYOY",15,1,66,3,2016,"Pamehac","5",100,NA
"2132","ASYOY",16,1,36,1.19,2016,"Pamehac","5",100,NA
"2133","ASYOY",17,1,37,1.19,2016,"Pamehac","5",100,NA
"2134","ASYOY",18,1,41,1.19,2016,"Pamehac","5",100,NA
"2135","ASYOY",19,1,42,1.19,2016,"Pamehac","5",100,NA
"2136","ASYOY",20,1,40,1.19,2016,"Pamehac","5",100,NA
"2137","ASYOY",21,1,43,1.19,2016,"Pamehac","5",100,NA
"2138","ASYOY",22,1,42,1.19,2016,"Pamehac","5",100,NA
"2139","ASYOY",23,1,44,1.19,2016,"Pamehac","5",100,NA
"2140","ASYOY",24,1,41,1.19,2016,"Pamehac","5",100,NA
"2141","ASYOY",25,1,40,1.19,2016,"Pamehac","5",100,NA
"2142","ASYOY",26,1,35,1.19,2016,"Pamehac","5",100,NA
"2143","ASYOY",27,1,45,1.19,2016,"Pamehac","5",100,NA
"2144","ASYOY",28,1,43,1.19,2016,"Pamehac","5",100,NA
"2145","ASYOY",29,1,45,1.19,2016,"Pamehac","5",100,NA
"2146","ASYOY",30,1,46,1.19,2016,"Pamehac","5",100,NA
"2147","ASYOY",31,1,48,1.19,2016,"Pamehac","5",100,NA
"2148","ASYOY",32,1,39,1.19,2016,"Pamehac","5",100,NA
"2149","ASYOY",33,1,45,1.19,2016,"Pamehac","5",100,NA
"2150","ASYOY",34,1,46,1.19,2016,"Pamehac","5",100,NA
"2151","ASYOY",35,1,43,1.19,2016,"Pamehac","5",100,NA
"2152","ASYOY",36,1,46,1.19,2016,"Pamehac","5",100,NA
"2153","BTYOY",37,1,49,1,2016,"Pamehac","5",100,NA
"2154","AS",38,2,110,13,2016,"Pamehac","5",100,NA
"2155","AS",39,2,76,5,2016,"Pamehac","5",100,NA
"2156","AS",40,2,76,6,2016,"Pamehac","5",100,NA
"2157","AS",41,2,75,4,2016,"Pamehac","5",100,NA
"2158","AS",42,2,75,4,2016,"Pamehac","5",100,NA
"2159","AS",43,2,130,24,2016,"Pamehac","5",100,NA
"2160","AS",44,2,110,16,2016,"Pamehac","5",100,NA
"2161","AS",45,2,125,22,2016,"Pamehac","5",100,NA
"2162","AS",46,2,72,4,2016,"Pamehac","5",100,NA
"2163","AS",47,2,76,5,2016,"Pamehac","5",100,NA
"2164","ASYOY",48,2,66,3,2016,"Pamehac","5",100,NA
"2165","ASYOY",49,2,70,6,2016,"Pamehac","5",100,NA
"2166","ASYOY",50,2,68,3,2016,"Pamehac","5",100,NA
"2167","ASYOY",51,2,62,4,2016,"Pamehac","5",100,NA
"2168","ASYOY",52,2,38,1,2016,"Pamehac","5",100,NA
"2169","ASYOY",53,2,39,1,2016,"Pamehac","5",100,NA
"2170","ASYOY",54,2,35,1,2016,"Pamehac","5",100,NA
"2171","ASYOY",55,2,46,1,2016,"Pamehac","5",100,NA
"2172","ASYOY",56,2,41,1,2016,"Pamehac","5",100,NA
"2173","ASYOY",57,2,44,1,2016,"Pamehac","5",100,NA
"2174","ASYOY",58,2,44,1,2016,"Pamehac","5",100,NA
"2175","BTYOY",59,2,53,2,2016,"Pamehac","5",100,NA
"2176","AS",60,3,83,6,2016,"Pamehac","5",100,NA
"2177","AS",61,3,82,7,2016,"Pamehac","5",100,NA
"2178","AS",62,3,113,17,2016,"Pamehac","5",100,NA
"2179","AS",63,3,74,5,2016,"Pamehac","5",100,NA
"2180","ASYOY",64,3,70,4,2016,"Pamehac","5",100,NA
"2181","ASYOY",65,3,52,1,2016,"Pamehac","5",100,NA
"2182","ASYOY",66,3,45,1,2016,"Pamehac","5",100,NA
"2183","ASYOY",67,3,43,1,2016,"Pamehac","5",100,NA
"2184","ASYOY",68,3,44,1,2016,"Pamehac","5",100,NA
"2185","BTYOY",69,3,50,1,2016,"Pamehac","5",100,NA
"2186","AS",1,1,93,10,2016,"Pamehac","6",84,NA
"2187","AS",2,1,82,8,2016,"Pamehac","6",84,NA
"2188","AS",3,1,92,9,2016,"Pamehac","6",84,NA
"2189","AS",4,1,126,23,2016,"Pamehac","6",84,NA
"2190","AS",5,1,115,17,2016,"Pamehac","6",84,NA
"2191","AS",6,1,82,7,2016,"Pamehac","6",84,NA
"2192","AS",7,1,99,10,2016,"Pamehac","6",84,NA
"2193","AS",8,1,94,10,2016,"Pamehac","6",84,NA
"2194","AS",9,1,73,6,2016,"Pamehac","6",84,NA
"2195","AS",10,1,75,6,2016,"Pamehac","6",84,NA
"2196","AS",11,1,82,6,2016,"Pamehac","6",84,NA
"2197","ASYOY",12,1,50,1.26,2016,"Pamehac","6",84,NA
"2198","ASYOY",13,1,48,1.26,2016,"Pamehac","6",84,NA
"2199","ASYOY",14,1,49,1.26,2016,"Pamehac","6",84,NA
"2200","ASYOY",15,1,41,1.26,2016,"Pamehac","6",84,NA
"2201","ASYOY",16,1,48,1.26,2016,"Pamehac","6",84,NA
"2202","ASYOY",17,1,48,1.26,2016,"Pamehac","6",84,NA
"2203","ASYOY",18,1,46,1.26,2016,"Pamehac","6",84,NA
"2204","ASYOY",19,1,47,1.26,2016,"Pamehac","6",84,NA
"2205","ASYOY",20,1,46,1.26,2016,"Pamehac","6",84,NA
"2206","ASYOY",21,1,40,1.26,2016,"Pamehac","6",84,NA
"2207","ASYOY",22,1,38,1.26,2016,"Pamehac","6",84,NA
"2208","ASYOY",23,1,41,1.26,2016,"Pamehac","6",84,NA
"2209","ASYOY",24,1,49,1.26,2016,"Pamehac","6",84,NA
"2210","ASYOY",25,1,49,1.26,2016,"Pamehac","6",84,NA
"2211","ASYOY",26,1,48,1.26,2016,"Pamehac","6",84,NA
"2212","ASYOY",27,1,45,1.26,2016,"Pamehac","6",84,NA
"2213","ASYOY",28,1,45,1.26,2016,"Pamehac","6",84,NA
"2214","ASYOY",29,1,45,1.26,2016,"Pamehac","6",84,NA
"2215","ASYOY",30,1,30,1.26,2016,"Pamehac","6",84,NA
"2216","AS",31,2,138,33,2016,"Pamehac","6",84,NA
"2217","AS",32,2,105,12,2016,"Pamehac","6",84,NA
"2218","AS",33,2,77,6,2016,"Pamehac","6",84,NA
"2219","ASYOY",34,2,37,1.26,2016,"Pamehac","6",84,NA
"2220","ASYOY",35,2,48,1.26,2016,"Pamehac","6",84,NA
"2221","ASYOY",36,2,45,1.26,2016,"Pamehac","6",84,NA
"2222","ASYOY",37,2,49,1.26,2016,"Pamehac","6",84,NA
"2223","ASYOY",38,2,45,1.26,2016,"Pamehac","6",84,NA
"2224","ASYOY",39,2,52,1.26,2016,"Pamehac","6",84,NA
"2225","ASYOY",40,2,48,1.26,2016,"Pamehac","6",84,NA
"2226","ASYOY",41,2,50,1.26,2016,"Pamehac","6",84,NA
"2227","ASYOY",42,2,51,1.26,2016,"Pamehac","6",84,NA
"2228","ASYOY",43,2,41,1.26,2016,"Pamehac","6",84,NA
"2229","ASYOY",44,2,36,1.26,2016,"Pamehac","6",84,NA
"2230","ASYOY",45,2,47,1.26,2016,"Pamehac","6",84,NA
"2231","ASYOY",46,2,45,1.26,2016,"Pamehac","6",84,NA
"2232","ASYOY",47,2,44,1.26,2016,"Pamehac","6",84,NA
"2233","ASYOY",48,2,46,1.26,2016,"Pamehac","6",84,NA
"2234","ASYOY",49,2,36,1.26,2016,"Pamehac","6",84,NA
"2235","ASYOY",50,2,45,1.26,2016,"Pamehac","6",84,NA
"2236","ASYOY",51,2,45,1.26,2016,"Pamehac","6",84,NA
"2237","ASYOY",52,2,48,1.26,2016,"Pamehac","6",84,NA
"2238","AS",53,3,104,12,2016,"Pamehac","6",84,NA
"2239","AS",54,3,109,14,2016,"Pamehac","6",84,NA
"2240","AS",55,3,85,7,2016,"Pamehac","6",84,NA
"2241","AS",56,3,80,9,2016,"Pamehac","6",84,NA
"2242","AS",57,3,72,6,2016,"Pamehac","6",84,NA
"2243","ASYOY",58,3,49,1.3,2016,"Pamehac","6",84,NA
"2244","ASYOY",59,3,53,1.3,2016,"Pamehac","6",84,NA
"2245","ASYOY",60,3,46,1.3,2016,"Pamehac","6",84,NA
"2246","ASYOY",61,3,41,1.3,2016,"Pamehac","6",84,NA
"2247","ASYOY",62,3,42,1.3,2016,"Pamehac","6",84,NA
"2248","ASYOY",63,3,41,1.3,2016,"Pamehac","6",84,NA
"2249","ASYOY",64,3,41,1.3,2016,"Pamehac","6",84,NA
"2250","ASYOY",65,3,43,1.3,2016,"Pamehac","6",84,NA
"2251","ASYOY",66,3,48,1.3,2016,"Pamehac","6",84,NA
"2252","ASYOY",67,3,52,1.3,2016,"Pamehac","6",84,NA
"2253","AS",1,1,132,23,2016,"Pamehac","7",96,NA
"2254","AS",2,1,160,52,2016,"Pamehac","7",96,NA
"2255","AS",3,1,133,25,2016,"Pamehac","7",96,NA
"2256","AS",4,1,87,10,2016,"Pamehac","7",96,NA
"2257","AS",5,1,97,15,2016,"Pamehac","7",96,NA
"2258","AS",6,1,108,16,2016,"Pamehac","7",96,NA
"2259","AS",7,1,79,8,2016,"Pamehac","7",96,NA
"2260","AS",8,1,122,19,2016,"Pamehac","7",96,NA
"2261","AS",9,1,104,13,2016,"Pamehac","7",96,NA
"2262","AS",10,1,81,6,2016,"Pamehac","7",96,NA
"2263","AS",11,1,92,9,2016,"Pamehac","7",96,NA
"2264","AS",12,1,88,8,2016,"Pamehac","7",96,NA
"2265","AS",13,1,102,12,2016,"Pamehac","7",96,NA
"2266","AS",14,1,82,6,2016,"Pamehac","7",96,NA
"2267","AS",15,1,104,11,2016,"Pamehac","7",96,NA
"2268","AS",16,1,114,19,2016,"Pamehac","7",96,NA
"2269","AS",17,1,86,8,2016,"Pamehac","7",96,NA
"2270","AS",18,1,81,6,2016,"Pamehac","7",96,NA
"2271","AS",19,1,94,11,2016,"Pamehac","7",96,NA
"2272","AS",20,1,80,7,2016,"Pamehac","7",96,NA
"2273","AS",21,1,105,13,2016,"Pamehac","7",96,NA
"2274","AS",22,1,81,6,2016,"Pamehac","7",96,NA
"2275","ASYOY",23,1,42,1,2016,"Pamehac","7",96,NA
"2276","ASYOY",24,1,69,3,2016,"Pamehac","7",96,NA
"2277","ASYOY",25,1,58,1.7,2016,"Pamehac","7",96,NA
"2278","ASYOY",26,1,55,1.7,2016,"Pamehac","7",96,NA
"2279","ASYOY",27,1,56,1.7,2016,"Pamehac","7",96,NA
"2280","ASYOY",28,1,55,1.7,2016,"Pamehac","7",96,NA
"2281","ASYOY",29,1,48,1.7,2016,"Pamehac","7",96,NA
"2282","ASYOY",30,1,60,1.7,2016,"Pamehac","7",96,NA
"2283","ASYOY",31,1,51,1.7,2016,"Pamehac","7",96,NA
"2284","ASYOY",32,1,54,1.7,2016,"Pamehac","7",96,NA
"2285","ASYOY",33,1,43,1.7,2016,"Pamehac","7",96,NA
"2286","ASYOY",34,1,41,1.7,2016,"Pamehac","7",96,NA
"2287","ASYOY",35,1,45,1.7,2016,"Pamehac","7",96,NA
"2288","ASYOY",36,1,69,8,2016,"Pamehac","7",96,NA
"2289","ASYOY",37,1,52,1.7,2016,"Pamehac","7",96,NA
"2290","ASYOY",38,1,52,1.7,2016,"Pamehac","7",96,NA
"2291","ASYOY",39,1,53,1.7,2016,"Pamehac","7",96,NA
"2292","ASYOY",40,1,54,1.7,2016,"Pamehac","7",96,NA
"2293","ASYOY",41,1,45,1.7,2016,"Pamehac","7",96,NA
"2294","ASYOY",42,1,50,1.7,2016,"Pamehac","7",96,NA
"2295","ASYOY",43,1,50,1.7,2016,"Pamehac","7",96,NA
"2296","ASYOY",44,1,53,1.7,2016,"Pamehac","7",96,NA
"2297","ASYOY",45,1,51,1.7,2016,"Pamehac","7",96,NA
"2298","ASYOY",46,1,46,1.7,2016,"Pamehac","7",96,NA
"2299","ASYOY",47,1,55,1.5,2016,"Pamehac","7",96,NA
"2300","ASYOY",48,1,49,1.5,2016,"Pamehac","7",96,NA
"2301","ASYOY",49,1,56,1.5,2016,"Pamehac","7",96,NA
"2302","ASYOY",50,1,47,1.5,2016,"Pamehac","7",96,NA
"2303","ASYOY",51,1,53,1.5,2016,"Pamehac","7",96,NA
"2304","ASYOY",52,1,54,1.5,2016,"Pamehac","7",96,NA
"2305","ASYOY",53,1,51,1.5,2016,"Pamehac","7",96,NA
"2306","ASYOY",54,1,50,1.5,2016,"Pamehac","7",96,NA
"2307","ASYOY",55,1,55,1.5,2016,"Pamehac","7",96,NA
"2308","ASYOY",56,1,49,1.5,2016,"Pamehac","7",96,NA
"2309","ASYOY",57,1,48,1.5,2016,"Pamehac","7",96,NA
"2310","ASYOY",58,1,52,1.5,2016,"Pamehac","7",96,NA
"2311","ASYOY",59,1,52,1.5,2016,"Pamehac","7",96,NA
"2312","ASYOY",60,1,52,1.5,2016,"Pamehac","7",96,NA
"2313","ASYOY",61,1,49,1.5,2016,"Pamehac","7",96,NA
"2314","ASYOY",62,1,49,1.5,2016,"Pamehac","7",96,NA
"2315","ASYOY",63,1,35,1.5,2016,"Pamehac","7",96,NA
"2316","ASYOY",64,1,49,1.5,2016,"Pamehac","7",96,NA
"2317","ASYOY",65,1,39,1.5,2016,"Pamehac","7",96,NA
"2318","ASYOY",66,1,54,1.5,2016,"Pamehac","7",96,NA
"2319","ASYOY",67,1,44,1.5,2016,"Pamehac","7",96,NA
"2320","BTYOY",68,1,60,2,2016,"Pamehac","7",96,NA
"2321","BTYOY",69,1,60,1.33,2016,"Pamehac","7",96,NA
"2322","BTYOY",70,1,50,1.33,2016,"Pamehac","7",96,NA
"2323","BTYOY",71,1,48,1.33,2016,"Pamehac","7",96,NA
"2324","AS",72,2,101,13,2016,"Pamehac","7",96,NA
"2325","AS",73,2,81,7,2016,"Pamehac","7",96,NA
"2326","AS",74,2,136,28,2016,"Pamehac","7",96,NA
"2327","AS",75,2,84,8,2016,"Pamehac","7",96,NA
"2328","AS",76,2,91,9,2016,"Pamehac","7",96,NA
"2329","AS",77,2,138,31,2016,"Pamehac","7",96,NA
"2330","AS",78,2,81,7,2016,"Pamehac","7",96,NA
"2331","AS",79,2,101,13,2016,"Pamehac","7",96,NA
"2332","AS",80,2,79,7,2016,"Pamehac","7",96,NA
"2333","AS",81,2,84,8,2016,"Pamehac","7",96,NA
"2334","AS",82,2,89,8,2016,"Pamehac","7",96,NA
"2335","AS",83,2,79,6,2016,"Pamehac","7",96,NA
"2336","AS",84,2,82,6,2016,"Pamehac","7",96,NA
"2337","AS",85,2,73,5,2016,"Pamehac","7",96,NA
"2338","ASYOY",86,2,70,4,2016,"Pamehac","7",96,NA
"2339","ASYOY",87,2,58,2,2016,"Pamehac","7",96,NA
"2340","ASYOY",88,2,50,1.38,2016,"Pamehac","7",96,NA
"2341","ASYOY",89,2,38,1.38,2016,"Pamehac","7",96,NA
"2342","ASYOY",90,2,50,1.38,2016,"Pamehac","7",96,NA
